阶段,hour,datetime,T_inf_degC,U_m_s,d_eff_m,T_shell_degC,Q_W,Q_eff_W,T_wo_degC,Gr_Re2,Q_cap_W,h_nat_W_m2K,h_forced_W_m2K,h_mixed_W_m2K
大潮,4098,2026-06-20 19:00:00,27.207730935664728,0.12368634210526316,29.335760273972603,76.65386890111516,6504.128454283422,6509.27762658806,27.658037002236554,0.0873785372093371,785093.9765624396,172.41864788954794,366.3870823366434,378.6966216869752
大潮,4099,2026-06-20 20:00:00,27.219895557678218,0.08552844736842104,29.035760273972603,76.66352570422731,6486.903477064782,6495.90300989183,27.79458270020339,0.23366545935211036,650746.425417249,198.3429732390306,284.9875173414602,313.9653061284638
大潮,4100,2026-06-20 21:00:00,27.226528829029913,0.03421265789473685,28.905760273972604,76.7376718539534,6442.372615482065,6468.542794291384,28.210675851836328,2.5145490683682588,538469.6148248082,238.32072508605415,158.80963938884298,259.8278233440882
大潮,4101,2026-06-20 22:00:00,27.22600434364479,0.07237055263157895,28.995760273972603,76.7944760119211,6499.166138031862,6475.900298412038,27.866843252224353,0.36429507628184654,607614.8066873935,204.816846514681,255.1494798160922,293.1895492161154
大潮,4102,2026-06-20 23:00:00,27.220599067059702,0.09868634210526317,29.235760273972602,76.77914098747948,6512.650539670033,6506.5060292434455,27.7457227522995,0.16027237350131207,697723.956001085,193.50880364824073,313.80828554101646,336.6350191122367
大潮,4103,2026-06-21 00:00:00,27.21356580771509,0.10394950000000001,29.5257602739726,76.75096214869936,6511.443874573176,6511.955139024899,27.720735235619433,0.13945618071566945,717113.2218387311,191.73638502343442,325.07776095205355,345.94377364893535
大潮,4104,2026-06-21 01:00:00,27.206856250181843,0.09210739473684211,29.805760273972602,76.73305020076056,6503.930827430675,6507.599313424017,27.755825430304604,0.19233108626118736,674028.717261538,195.7947154240261,299.47917738008243,325.1179816725585
大潮,4105,2026-06-21 02:00:00,27.202747359999254,0.07237055263157896,30.0057602739726,76.73650308429991,6492.879354877153,6498.535081481822,27.843097650884346,0.36379423058033,607688.7419848507,204.69683005989566,255.10335836936534,293.0960603049531
大潮,4106,2026-06-21 03:00:00,27.200913854966714,0.05131792105263157,30.135760273972604,76.76901669741812,6478.604058302619,6486.205791939723,27.989504076535948,0.8926755219160776,553838.6110863179,219.15170554223397,204.34883668466478,267.1141765974039
大潮,4107,2026-06-21 04:00:00,27.202006295787196,0.0289495,30.175760273972603,76.8467091838507,6452.765054372249,6467.038227382643,28.27552036902578,3.832892260376954,539707.0762009508,244.87329053399174,143.49047409619263,260.30397891335554
大潮,4108,2026-06-21 05:00:00,27.20569940026171,0.04737055263157894,30.135760273972604,76.90225812947823,6494.938738727038,6476.432834126154,28.03400439652227,1.1011141972067615,547618.3024896701,223.0420415399359,194.27776837832695,264.1380869638972
大潮,4109,2026-06-21 06:00:00,27.21134260522451,0.05921265789473687,30.035760273972603,76.89951987117105,6506.747095314447,6501.161732000522,27.93807700144253,0.6175825719031505,571131.8113496376,213.15153885193197,223.9263379020458,275.50903673430093
大潮,4110,2026-06-21 07:00:00,27.217960066543057,0.055265289473684205,29.905760273972604,76.89187328751802,6500.14848211372,6503.244135478781,27.974846724892117,0.7387879586311614,561955.7207102467,216.11504067179987,214.24756315321406,271.11655665468066
大潮,4111,2026-06-21 08:00:00,27.2226242542801,0.03684423684210524,29.835760273972603,76.9173229054426,6477.323666866863,6489.202758751242,28.17340353141573,2.0935442961366486,538863.047207112,235.05053754370633,166.1828915010936,259.99842970829286
大潮,4112,2026-06-21 09:00:00,27.22468460527233,0.046054763157894724,29.8457602739726,76.9455375472203,6496.8079365418935,6488.029671214556,28.066661791355564,1.1849553069274323,545767.8729716603,224.4405758709509,190.89393302644632,263.3402502348421
大潮,4113,2026-06-21 10:00:00,27.22316527538967,0.07237055263157893,29.965760273972602,76.92228289713049,6519.756625195033,6509.866005372624,27.866001082451085,0.365412705331832,607826.9284373461,205.00287473681544,255.14384828757443,293.27612604264715
