date,站点,深度_m,u_m_s,v_m_s,流速_m_s
2021-01-19,珠海,1000.0,,,
2021-01-19,珠海,1250.0,,,
2021-01-19,珠海,1500.0,,,
2021-01-19,珠海,2000.0,,,
2021-01-19,珠海,2500.0,,,
2021-01-19,珠海,3000.0,,,
2021-01-19,珠海,4000.0,,,
2021-01-19,珠海,5000.0,,,
2021-01-20,珠海,0.0,-0.016,-0.083,0.084528
2021-01-20,珠海,2.0,-0.008,-0.07100000000000001,0.071449
2021-01-20,珠海,4.0,-0.002,-0.061,0.061033
2021-01-20,珠海,6.0,0.0,-0.052000000000000005,0.052
2021-01-20,珠海,8.0,,,
2021-01-20,珠海,10.0,,,
2021-01-20,珠海,12.0,,,
2021-01-20,珠海,15.0,,,
2021-01-20,珠海,20.0,,,
2021-01-20,珠海,25.0,,,
2021-01-20,珠海,30.0,,,
2021-01-20,珠海,35.0,,,
2021-01-20,珠海,40.0,,,
2021-01-20,珠海,45.0,,,
2021-01-20,珠海,50.0,,,
2021-01-20,珠海,60.0,,,
2021-01-20,珠海,70.0,,,
2021-01-20,珠海,80.0,,,
2021-01-20,珠海,90.0,,,
2021-01-20,珠海,100.0,,,
2021-01-20,珠海,125.0,,,
2021-01-20,珠海,150.0,,,
2021-01-20,珠海,200.0,,,
2021-01-20,珠海,250.0,,,
2021-01-20,珠海,300.0,,,
2021-01-20,珠海,350.0,,,
2021-01-20,珠海,400.0,,,
2021-01-20,珠海,500.0,,,
2021-01-20,珠海,600.0,,,
2021-01-20,珠海,700.0,,,
2021-01-20,珠海,800.0,,,
2021-01-20,珠海,900.0,,,
2021-01-20,珠海,1000.0,,,
2021-01-20,珠海,1250.0,,,
2021-01-20,珠海,1500.0,,,
2021-01-20,珠海,2000.0,,,
2021-01-20,珠海,2500.0,,,
2021-01-20,珠海,3000.0,,,
2021-01-20,珠海,4000.0,,,
2021-01-20,珠海,5000.0,,,
2021-01-21,珠海,0.0,-0.01,-0.096,0.096519
2021-01-21,珠海,2.0,-0.005,-0.078,0.07816
2021-01-21,珠海,4.0,-0.001,-0.064,0.064008
2021-01-21,珠海,6.0,0.0,-0.05,0.05
2021-01-21,珠海,8.0,,,
2021-01-21,珠海,10.0,,,
2021-01-21,珠海,12.0,,,
2021-01-21,珠海,15.0,,,
2021-01-21,珠海,20.0,,,
2021-01-21,珠海,25.0,,,
2021-01-21,珠海,30.0,,,
2021-01-21,珠海,35.0,,,
2021-01-21,珠海,40.0,,,
2021-01-21,珠海,45.0,,,
2021-01-21,珠海,50.0,,,
2021-01-21,珠海,60.0,,,
2021-01-21,珠海,70.0,,,
2021-01-21,珠海,80.0,,,
2021-01-21,珠海,90.0,,,
2021-01-21,珠海,100.0,,,
2021-01-21,珠海,125.0,,,
2021-01-21,珠海,150.0,,,
2021-01-21,珠海,200.0,,,
2021-01-21,珠海,250.0,,,
2021-01-21,珠海,300.0,,,
2021-01-21,珠海,350.0,,,
2021-01-21,珠海,400.0,,,
2021-01-21,珠海,500.0,,,
2021-01-21,珠海,600.0,,,
2021-01-21,珠海,700.0,,,
2021-01-21,珠海,800.0,,,
2021-01-21,珠海,900.0,,,
2021-01-21,珠海,1000.0,,,
2021-01-21,珠海,1250.0,,,
2021-01-21,珠海,1500.0,,,
2021-01-21,珠海,2000.0,,,
2021-01-21,珠海,2500.0,,,
2021-01-21,珠海,3000.0,,,
2021-01-21,珠海,4000.0,,,
2021-01-21,珠海,5000.0,,,
2021-01-22,珠海,0.0,-0.006,-0.07,0.070257
2021-01-22,珠海,2.0,0.0,-0.051000000000000004,0.051
2021-01-22,珠海,4.0,0.002,-0.029,0.029069
2021-01-22,珠海,6.0,0.0,0.0,0.0
2021-01-22,珠海,8.0,,,
2021-01-22,珠海,10.0,,,
2021-01-22,珠海,12.0,,,
2021-01-22,珠海,15.0,,,
2021-01-22,珠海,20.0,,,
2021-01-22,珠海,25.0,,,
2021-01-22,珠海,30.0,,,
2021-01-22,珠海,35.0,,,
2021-01-22,珠海,40.0,,,
2021-01-22,珠海,45.0,,,
2021-01-22,珠海,50.0,,,
2021-01-22,珠海,60.0,,,
2021-01-22,珠海,70.0,,,
2021-01-22,珠海,80.0,,,
2021-01-22,珠海,90.0,,,
2021-01-22,珠海,100.0,,,
2021-01-22,珠海,125.0,,,
2021-01-22,珠海,150.0,,,
2021-01-22,珠海,200.0,,,
2021-01-22,珠海,250.0,,,
2021-01-22,珠海,300.0,,,
2021-01-22,珠海,350.0,,,
2021-01-22,珠海,400.0,,,
2021-01-22,珠海,500.0,,,
2021-01-22,珠海,600.0,,,
2021-01-22,珠海,700.0,,,
2021-01-22,珠海,800.0,,,
2021-01-22,珠海,900.0,,,
2021-01-22,珠海,1000.0,,,
2021-01-22,珠海,1250.0,,,
2021-01-22,珠海,1500.0,,,
2021-01-22,珠海,2000.0,,,
2021-01-22,珠海,2500.0,,,
2021-01-22,珠海,3000.0,,,
2021-01-22,珠海,4000.0,,,
2021-01-22,珠海,5000.0,,,
2021-01-25,珠海,0.0,-0.016,0.057,0.059203
2021-01-25,珠海,2.0,-0.005,0.065,0.065192
2021-01-25,珠海,4.0,0.0,0.069,0.069
2021-01-25,珠海,6.0,0.0,0.07100000000000001,0.071
2021-01-25,珠海,8.0,,,
2021-01-25,珠海,10.0,,,
2021-01-25,珠海,12.0,,,
2021-01-25,珠海,15.0,,,
2021-01-25,珠海,20.0,,,
2021-01-25,珠海,25.0,,,
2021-01-25,珠海,30.0,,,
2021-01-25,珠海,35.0,,,
2021-01-25,珠海,40.0,,,
2021-01-25,珠海,45.0,,,
2021-01-25,珠海,50.0,,,
2021-01-25,珠海,60.0,,,
2021-01-25,珠海,70.0,,,
2021-01-25,珠海,80.0,,,
2021-01-25,珠海,90.0,,,
2021-01-25,珠海,100.0,,,
2021-01-25,珠海,125.0,,,
2021-01-25,珠海,150.0,,,
2021-01-25,珠海,200.0,,,
2021-01-25,珠海,250.0,,,
2021-01-25,珠海,300.0,,,
2021-01-25,珠海,350.0,,,
2021-01-25,珠海,400.0,,,
2021-01-25,珠海,500.0,,,
2021-01-25,珠海,600.0,,,
2021-01-25,珠海,700.0,,,
2021-01-25,珠海,800.0,,,
2021-01-25,珠海,900.0,,,
2021-01-25,珠海,1000.0,,,
2021-01-25,珠海,1250.0,,,
2021-01-25,珠海,1500.0,,,
2021-01-25,珠海,2000.0,,,
2021-01-25,珠海,2500.0,,,
2021-01-25,珠海,3000.0,,,
2021-01-25,珠海,4000.0,,,
2021-01-25,珠海,5000.0,,,
2021-01-26,珠海,0.0,-0.007,-0.033,0.033734
2021-01-26,珠海,2.0,-0.002,-0.025,0.02508
2021-01-26,珠海,4.0,0.002,-0.014,0.014142
2021-01-26,珠海,6.0,0.0,-0.002,0.002
2021-01-26,珠海,8.0,,,
2021-01-26,珠海,10.0,,,
2021-01-26,珠海,12.0,,,
2021-01-26,珠海,15.0,,,
2021-01-26,珠海,20.0,,,
2021-01-26,珠海,25.0,,,
2021-01-26,珠海,30.0,,,
2021-01-26,珠海,35.0,,,
2021-01-26,珠海,40.0,,,
2021-01-26,珠海,45.0,,,
2021-01-26,珠海,50.0,,,
2021-01-26,珠海,60.0,,,
2021-01-26,珠海,70.0,,,
2021-01-26,珠海,80.0,,,
2021-01-26,珠海,90.0,,,
2021-01-26,珠海,100.0,,,
2021-01-26,珠海,125.0,,,
2021-01-26,珠海,150.0,,,
2021-01-26,珠海,200.0,,,
2021-01-26,珠海,250.0,,,
2021-01-26,珠海,300.0,,,
2021-01-26,珠海,350.0,,,
2021-01-26,珠海,400.0,,,
2021-01-26,珠海,500.0,,,
2021-01-26,珠海,600.0,,,
2021-01-26,珠海,700.0,,,
2021-01-26,珠海,800.0,,,
2021-01-26,珠海,900.0,,,
2021-01-26,珠海,1000.0,,,
2021-01-26,珠海,1250.0,,,
2021-01-26,珠海,1500.0,,,
2021-01-26,珠海,2000.0,,,
2021-01-26,珠海,2500.0,,,
2021-01-26,珠海,3000.0,,,
2021-01-26,珠海,4000.0,,,
2021-01-26,珠海,5000.0,,,
2021-01-27,珠海,0.0,-0.006,0.078,0.07823
2021-01-27,珠海,2.0,-0.004,0.09,0.090089
2021-01-27,珠海,4.0,-0.003,0.101,0.101045
2021-01-27,珠海,6.0,0.0,0.105,0.105
2021-01-27,珠海,8.0,,,
2021-01-27,珠海,10.0,,,
2021-01-27,珠海,12.0,,,
2021-01-27,珠海,15.0,,,
2021-01-27,珠海,20.0,,,
2021-01-27,珠海,25.0,,,
2021-01-27,珠海,30.0,,,
2021-01-27,珠海,35.0,,,
2021-01-27,珠海,40.0,,,
2021-01-27,珠海,45.0,,,
2021-01-27,珠海,50.0,,,
2021-01-27,珠海,60.0,,,
2021-01-27,珠海,70.0,,,
2021-01-27,珠海,80.0,,,
2021-01-27,珠海,90.0,,,
2021-01-27,珠海,100.0,,,
2021-01-27,珠海,125.0,,,
2021-01-27,珠海,150.0,,,
2021-01-27,珠海,200.0,,,
2021-01-27,珠海,250.0,,,
2021-01-27,珠海,300.0,,,
2021-01-27,珠海,350.0,,,
2021-01-27,珠海,400.0,,,
2021-01-27,珠海,500.0,,,
2021-01-27,珠海,600.0,,,
2021-01-27,珠海,700.0,,,
2021-01-27,珠海,800.0,,,
2021-01-27,珠海,900.0,,,
2021-01-27,珠海,1000.0,,,
2021-01-27,珠海,1250.0,,,
2021-01-27,珠海,1500.0,,,
2021-01-27,珠海,2000.0,,,
2021-01-27,珠海,2500.0,,,
2021-01-27,珠海,3000.0,,,
2021-01-27,珠海,4000.0,,,
2021-01-27,珠海,5000.0,,,
2021-01-29,珠海,0.0,-0.009000000000000001,0.113,0.113358
2021-01-29,珠海,2.0,-0.006,0.137,0.137131
2021-01-29,珠海,4.0,-0.004,0.157,0.157051
2021-01-29,珠海,6.0,0.0,0.164,0.164
2021-01-29,珠海,8.0,,,
2021-01-29,珠海,10.0,,,
2021-01-29,珠海,12.0,,,
2021-01-29,珠海,15.0,,,
2021-01-29,珠海,20.0,,,
2021-01-29,珠海,25.0,,,
2021-01-29,珠海,30.0,,,
2021-01-29,珠海,35.0,,,
2021-01-29,珠海,40.0,,,
2021-01-29,珠海,45.0,,,
2021-01-29,珠海,50.0,,,
2021-01-29,珠海,60.0,,,
2021-01-29,珠海,70.0,,,
2021-01-29,珠海,80.0,,,
2021-01-29,珠海,90.0,,,
2021-01-29,珠海,100.0,,,
2021-01-29,珠海,125.0,,,
2021-01-29,珠海,150.0,,,
2021-01-29,珠海,200.0,,,
2021-01-29,珠海,250.0,,,
2021-01-29,珠海,300.0,,,
2021-01-29,珠海,350.0,,,
2021-01-29,珠海,400.0,,,
2021-01-29,珠海,500.0,,,
2021-01-29,珠海,600.0,,,
2021-01-29,珠海,700.0,,,
2021-01-29,珠海,800.0,,,
2021-01-29,珠海,900.0,,,
2021-01-29,珠海,1000.0,,,
2021-01-29,珠海,1250.0,,,
2021-01-29,珠海,1500.0,,,
2021-01-29,珠海,2000.0,,,
2021-01-29,珠海,2500.0,,,
2021-01-29,珠海,3000.0,,,
2021-01-29,珠海,4000.0,,,
2021-01-29,珠海,5000.0,,,
2021-01-30,珠海,0.0,-0.022,-0.08,0.08297
2021-01-30,珠海,2.0,-0.011,-0.066,0.06691
2021-01-30,珠海,4.0,-0.004,-0.056,0.056143
2021-01-30,珠海,6.0,0.0,-0.05,0.05
2021-01-30,珠海,8.0,,,
2021-01-30,珠海,10.0,,,
2021-01-30,珠海,12.0,,,
2021-01-30,珠海,15.0,,,
2021-01-30,珠海,20.0,,,
2021-01-30,珠海,25.0,,,
2021-01-30,珠海,30.0,,,
2021-01-30,珠海,35.0,,,
2021-01-30,珠海,40.0,,,
2021-01-30,珠海,45.0,,,
2021-01-30,珠海,50.0,,,
2021-01-30,珠海,60.0,,,
2021-01-30,珠海,70.0,,,
2021-01-30,珠海,80.0,,,
2021-01-30,珠海,90.0,,,
2021-01-30,珠海,100.0,,,
2021-01-30,珠海,125.0,,,
2021-01-30,珠海,150.0,,,
2021-01-30,珠海,200.0,,,
2021-01-30,珠海,250.0,,,
2021-01-30,珠海,300.0,,,
2021-01-30,珠海,350.0,,,
2021-01-30,珠海,400.0,,,
2021-01-30,珠海,500.0,,,
2021-01-30,珠海,600.0,,,
2021-01-30,珠海,700.0,,,
2021-01-30,珠海,800.0,,,
2021-01-30,珠海,900.0,,,
2021-01-30,珠海,1000.0,,,
2021-01-30,珠海,1250.0,,,
2021-01-30,珠海,1500.0,,,
2021-01-30,珠海,2000.0,,,
2021-01-30,珠海,2500.0,,,
2021-01-30,珠海,3000.0,,,
2021-01-30,珠海,4000.0,,,
2021-01-30,珠海,5000.0,,,
2021-01-31,珠海,0.0,-0.023,-0.06,0.064257
2021-01-31,珠海,2.0,-0.011,-0.047,0.04827
2021-01-31,珠海,4.0,-0.004,-0.037,0.037216
2021-01-31,珠海,6.0,0.0,-0.026000000000000002,0.026
2021-01-31,珠海,8.0,,,
2021-01-31,珠海,10.0,,,
2021-01-31,珠海,12.0,,,
2021-01-31,珠海,15.0,,,
2021-01-31,珠海,20.0,,,
2021-01-31,珠海,25.0,,,
2021-01-31,珠海,30.0,,,
2021-01-31,珠海,35.0,,,
2021-01-31,珠海,40.0,,,
2021-01-31,珠海,45.0,,,
2021-01-31,珠海,50.0,,,
2021-01-31,珠海,60.0,,,
2021-01-31,珠海,70.0,,,
2021-01-31,珠海,80.0,,,
2021-01-31,珠海,90.0,,,
2021-01-31,珠海,100.0,,,
2021-01-31,珠海,125.0,,,
2021-01-31,珠海,150.0,,,
2021-01-31,珠海,200.0,,,
2021-01-31,珠海,250.0,,,
2021-01-31,珠海,300.0,,,
2021-01-31,珠海,350.0,,,
2021-01-31,珠海,400.0,,,
2021-01-31,珠海,500.0,,,
2021-01-31,珠海,600.0,,,
2021-01-31,珠海,700.0,,,
2021-01-31,珠海,800.0,,,
2021-01-31,珠海,900.0,,,
2021-01-31,珠海,1000.0,,,
2021-01-31,珠海,1250.0,,,
2021-01-31,珠海,1500.0,,,
2021-01-31,珠海,2000.0,,,
2021-01-31,珠海,2500.0,,,
2021-01-31,珠海,3000.0,,,
2021-01-31,珠海,4000.0,,,
2021-01-31,珠海,5000.0,,,
2021-02-01,珠海,0.0,-0.009000000000000001,-0.043000000000000003,0.043932
2021-02-01,珠海,2.0,-0.005,-0.032,0.032388
2021-02-01,珠海,4.0,0.0,-0.017,0.017
2021-02-01,珠海,6.0,0.0,-0.002,0.002
2021-02-01,珠海,8.0,,,
2021-02-01,珠海,10.0,,,
2021-02-01,珠海,12.0,,,
2021-02-01,珠海,15.0,,,
2021-02-01,珠海,20.0,,,
2021-02-01,珠海,25.0,,,
2021-02-01,珠海,30.0,,,
2021-02-01,珠海,35.0,,,
2021-02-01,珠海,40.0,,,
2021-02-01,珠海,45.0,,,
2021-02-01,珠海,50.0,,,
2021-02-01,珠海,60.0,,,
2021-02-01,珠海,70.0,,,
2021-02-01,珠海,80.0,,,
2021-02-01,珠海,90.0,,,
2021-02-01,珠海,100.0,,,
2021-02-01,珠海,125.0,,,
2021-02-01,珠海,150.0,,,
2021-02-01,珠海,200.0,,,
2021-02-01,珠海,250.0,,,
2021-02-01,珠海,300.0,,,
2021-02-01,珠海,350.0,,,
2021-02-01,珠海,400.0,,,
2021-02-01,珠海,500.0,,,
2021-02-01,珠海,600.0,,,
2021-02-01,珠海,700.0,,,
2021-02-01,珠海,800.0,,,
2021-02-01,珠海,900.0,,,
2021-02-01,珠海,1000.0,,,
2021-02-01,珠海,1250.0,,,
2021-02-01,珠海,1500.0,,,
2021-02-01,珠海,2000.0,,,
2021-02-01,珠海,2500.0,,,
2021-02-01,珠海,3000.0,,,
2021-02-01,珠海,4000.0,,,
2021-02-01,珠海,5000.0,,,
2021-02-02,珠海,0.0,-0.006,0.002,0.006325
2021-02-02,珠海,2.0,-0.003,0.022,0.022204
2021-02-02,珠海,4.0,-0.001,0.051000000000000004,0.05101
2021-02-02,珠海,6.0,0.0,0.069,0.069
2021-02-02,珠海,8.0,,,
2021-02-02,珠海,10.0,,,
2021-02-02,珠海,12.0,,,
2021-02-02,珠海,15.0,,,
2021-02-02,珠海,20.0,,,
2021-02-02,珠海,25.0,,,
2021-02-02,珠海,30.0,,,
2021-02-02,珠海,35.0,,,
2021-02-02,珠海,40.0,,,
2021-02-02,珠海,45.0,,,
2021-02-02,珠海,50.0,,,
2021-02-02,珠海,60.0,,,
2021-02-02,珠海,70.0,,,
2021-02-02,珠海,80.0,,,
2021-02-02,珠海,90.0,,,
2021-02-02,珠海,100.0,,,
2021-02-02,珠海,125.0,,,
2021-02-02,珠海,150.0,,,
2021-02-02,珠海,200.0,,,
2021-02-02,珠海,250.0,,,
2021-02-02,珠海,300.0,,,
2021-02-02,珠海,350.0,,,
2021-02-02,珠海,400.0,,,
2021-02-02,珠海,500.0,,,
2021-02-02,珠海,600.0,,,
2021-02-02,珠海,700.0,,,
2021-02-02,珠海,800.0,,,
2021-02-02,珠海,900.0,,,
2021-02-02,珠海,1000.0,,,
2021-02-02,珠海,1250.0,,,
2021-02-02,珠海,1500.0,,,
2021-02-02,珠海,2000.0,,,
2021-02-02,珠海,2500.0,,,
2021-02-02,珠海,3000.0,,,
2021-02-02,珠海,4000.0,,,
2021-02-02,珠海,5000.0,,,
2021-02-03,珠海,0.0,-0.036000000000000004,0.047,0.059203
2021-02-03,珠海,2.0,-0.02,0.051000000000000004,0.054781
2021-02-03,珠海,4.0,-0.011,0.055,0.056089
2021-02-03,珠海,6.0,0.0,0.058,0.058
2021-02-03,珠海,8.0,,,
2021-02-03,珠海,10.0,,,
2021-02-03,珠海,12.0,,,
2021-02-03,珠海,15.0,,,
2021-02-03,珠海,20.0,,,
2021-02-03,珠海,25.0,,,
2021-02-03,珠海,30.0,,,
2021-02-03,珠海,35.0,,,
2021-02-03,珠海,40.0,,,
2021-02-03,珠海,45.0,,,
2021-02-03,珠海,50.0,,,
2021-02-03,珠海,60.0,,,
2021-02-03,珠海,70.0,,,
2021-02-03,珠海,80.0,,,
2021-02-03,珠海,90.0,,,
2021-02-03,珠海,100.0,,,
2021-02-03,珠海,125.0,,,
2021-02-03,珠海,150.0,,,
2021-02-03,珠海,200.0,,,
2021-02-03,珠海,250.0,,,
2021-02-03,珠海,300.0,,,
2021-02-03,珠海,350.0,,,
2021-02-03,珠海,400.0,,,
2021-02-03,珠海,500.0,,,
2021-02-03,珠海,600.0,,,
2021-02-03,珠海,700.0,,,
2021-02-03,珠海,800.0,,,
2021-02-03,珠海,900.0,,,
2021-02-03,珠海,1000.0,,,
2021-02-03,珠海,1250.0,,,
2021-02-03,珠海,1500.0,,,
2021-02-03,珠海,2000.0,,,
2021-02-03,珠海,2500.0,,,
2021-02-03,珠海,3000.0,,,
2021-02-03,珠海,4000.0,,,
2021-02-03,珠海,5000.0,,,
2021-02-04,珠海,0.0,-0.012,-0.034,0.036056
2021-02-04,珠海,2.0,-0.007,-0.023,0.024042
2021-02-04,珠海,4.0,-0.003,-0.011,0.011402
2021-02-04,珠海,6.0,0.0,0.001,0.001
2021-02-04,珠海,8.0,,,
2021-02-04,珠海,10.0,,,
2021-02-04,珠海,12.0,,,
2021-02-04,珠海,15.0,,,
2021-02-04,珠海,20.0,,,
2021-02-04,珠海,25.0,,,
2021-02-04,珠海,30.0,,,
2021-02-04,珠海,35.0,,,
2021-02-04,珠海,40.0,,,
2021-02-04,珠海,45.0,,,
2021-02-04,珠海,50.0,,,
2021-02-04,珠海,60.0,,,
2021-02-04,珠海,70.0,,,
2021-02-04,珠海,80.0,,,
2021-02-04,珠海,90.0,,,
2021-02-04,珠海,100.0,,,
2021-02-04,珠海,125.0,,,
2021-02-04,珠海,150.0,,,
2021-02-04,珠海,200.0,,,
2021-02-04,珠海,250.0,,,
2021-02-04,珠海,300.0,,,
2021-02-04,珠海,350.0,,,
2021-02-04,珠海,400.0,,,
2021-02-04,珠海,500.0,,,
2021-02-04,珠海,600.0,,,
2021-02-04,珠海,700.0,,,
2021-02-04,珠海,800.0,,,
2021-02-04,珠海,900.0,,,
2021-02-04,珠海,1000.0,,,
2021-02-04,珠海,1250.0,,,
2021-02-04,珠海,1500.0,,,
2021-02-04,珠海,2000.0,,,
2021-02-04,珠海,2500.0,,,
2021-02-04,珠海,3000.0,,,
2021-02-04,珠海,4000.0,,,
2021-02-04,珠海,5000.0,,,
2021-02-07,珠海,0.0,-0.01,0.077,0.077647
2021-02-07,珠海,2.0,-0.006,0.084,0.084214
2021-02-07,珠海,4.0,-0.001,0.098,0.098005
2021-02-07,珠海,6.0,0.0,0.10300000000000001,0.103
2021-02-07,珠海,8.0,,,
2021-02-07,珠海,10.0,,,
2021-02-07,珠海,12.0,,,
2021-02-07,珠海,15.0,,,
2021-02-07,珠海,20.0,,,
2021-02-07,珠海,25.0,,,
2021-02-07,珠海,30.0,,,
2021-02-07,珠海,35.0,,,
2021-02-07,珠海,40.0,,,
2021-02-07,珠海,45.0,,,
2021-02-07,珠海,50.0,,,
2021-02-07,珠海,60.0,,,
2021-02-07,珠海,70.0,,,
2021-02-07,珠海,80.0,,,
2021-02-07,珠海,90.0,,,
2021-02-07,珠海,100.0,,,
2021-02-07,珠海,125.0,,,
2021-02-07,珠海,150.0,,,
2021-02-07,珠海,200.0,,,
2021-02-07,珠海,250.0,,,
2021-02-07,珠海,300.0,,,
2021-02-07,珠海,350.0,,,
2021-02-07,珠海,400.0,,,
2021-02-07,珠海,500.0,,,
2021-02-07,珠海,600.0,,,
2021-02-07,珠海,700.0,,,
2021-02-07,珠海,800.0,,,
2021-02-07,珠海,900.0,,,
2021-02-07,珠海,1000.0,,,
2021-02-07,珠海,1250.0,,,
2021-02-07,珠海,1500.0,,,
2021-02-07,珠海,2000.0,,,
2021-02-07,珠海,2500.0,,,
2021-02-07,珠海,3000.0,,,
2021-02-07,珠海,4000.0,,,
2021-02-07,珠海,5000.0,,,
2021-02-08,珠海,0.0,-0.015,0.045,0.047434
2021-02-08,珠海,2.0,-0.008,0.052000000000000005,0.052612
2021-02-08,珠海,4.0,-0.003,0.058,0.058078
2021-02-08,珠海,6.0,0.0,0.063,0.063
2021-02-08,珠海,8.0,,,
2021-02-08,珠海,10.0,,,
2021-02-08,珠海,12.0,,,
2021-02-08,珠海,15.0,,,
2021-02-08,珠海,20.0,,,
2021-02-08,珠海,25.0,,,
2021-02-08,珠海,30.0,,,
2021-02-08,珠海,35.0,,,
2021-02-08,珠海,40.0,,,
2021-02-08,珠海,45.0,,,
2021-02-08,珠海,50.0,,,
2021-02-08,珠海,60.0,,,
2021-02-08,珠海,70.0,,,
2021-02-08,珠海,80.0,,,
2021-02-08,珠海,90.0,,,
2021-02-08,珠海,100.0,,,
2021-02-08,珠海,125.0,,,
2021-02-08,珠海,150.0,,,
2021-02-08,珠海,200.0,,,
2021-02-08,珠海,250.0,,,
2021-02-08,珠海,300.0,,,
2021-02-08,珠海,350.0,,,
2021-02-08,珠海,400.0,,,
2021-02-08,珠海,500.0,,,
2021-02-08,珠海,600.0,,,
2021-02-08,珠海,700.0,,,
2021-02-08,珠海,800.0,,,
2021-02-08,珠海,900.0,,,
2021-02-08,珠海,1000.0,,,
2021-02-08,珠海,1250.0,,,
2021-02-08,珠海,1500.0,,,
2021-02-08,珠海,2000.0,,,
2021-02-08,珠海,2500.0,,,
2021-02-08,珠海,3000.0,,,
2021-02-08,珠海,4000.0,,,
2021-02-08,珠海,5000.0,,,
2021-02-10,珠海,0.0,-0.034,-0.076,0.083259
2021-02-10,珠海,2.0,-0.018000000000000002,-0.059000000000000004,0.061685
2021-02-10,珠海,4.0,-0.01,-0.046,0.047074
2021-02-10,珠海,6.0,0.0,-0.032,0.032
2021-02-10,珠海,8.0,,,
2021-02-10,珠海,10.0,,,
2021-02-10,珠海,12.0,,,
2021-02-10,珠海,15.0,,,
2021-02-10,珠海,20.0,,,
2021-02-10,珠海,25.0,,,
2021-02-10,珠海,30.0,,,
2021-02-10,珠海,35.0,,,
2021-02-10,珠海,40.0,,,
2021-02-10,珠海,45.0,,,
2021-02-10,珠海,50.0,,,
2021-02-10,珠海,60.0,,,
2021-02-10,珠海,70.0,,,
2021-02-10,珠海,80.0,,,
2021-02-10,珠海,90.0,,,
2021-02-10,珠海,100.0,,,
2021-02-10,珠海,125.0,,,
2021-02-10,珠海,150.0,,,
2021-02-10,珠海,200.0,,,
2021-02-10,珠海,250.0,,,
2021-02-10,珠海,300.0,,,
2021-02-10,珠海,350.0,,,
2021-02-10,珠海,400.0,,,
2021-02-10,珠海,500.0,,,
2021-02-10,珠海,600.0,,,
2021-02-10,珠海,700.0,,,
2021-02-10,珠海,800.0,,,
2021-02-10,珠海,900.0,,,
2021-02-10,珠海,1000.0,,,
2021-02-10,珠海,1250.0,,,
2021-02-10,珠海,1500.0,,,
2021-02-10,珠海,2000.0,,,
2021-02-10,珠海,2500.0,,,
2021-02-10,珠海,3000.0,,,
2021-02-10,珠海,4000.0,,,
2021-02-10,珠海,5000.0,,,
2021-02-11,珠海,0.0,-0.006,-0.025,0.02571
2021-02-11,珠海,2.0,-0.006,0.003,0.006708
2021-02-11,珠海,4.0,-0.006,0.033,0.033541
2021-02-11,珠海,6.0,0.0,0.052000000000000005,0.052
2021-02-11,珠海,8.0,,,
2021-02-11,珠海,10.0,,,
2021-02-11,珠海,12.0,,,
2021-02-11,珠海,15.0,,,
2021-02-11,珠海,20.0,,,
2021-02-11,珠海,25.0,,,
2021-02-11,珠海,30.0,,,
2021-02-11,珠海,35.0,,,
2021-02-11,珠海,40.0,,,
2021-02-11,珠海,45.0,,,
2021-02-11,珠海,50.0,,,
2021-02-11,珠海,60.0,,,
2021-02-11,珠海,70.0,,,
2021-02-11,珠海,80.0,,,
2021-02-11,珠海,90.0,,,
2021-02-11,珠海,100.0,,,
2021-02-11,珠海,125.0,,,
2021-02-11,珠海,150.0,,,
2021-02-11,珠海,200.0,,,
2021-02-11,珠海,250.0,,,
2021-02-11,珠海,300.0,,,
2021-02-11,珠海,350.0,,,
2021-02-11,珠海,400.0,,,
2021-02-11,珠海,500.0,,,
2021-02-11,珠海,600.0,,,
2021-02-11,珠海,700.0,,,
2021-02-11,珠海,800.0,,,
2021-02-11,珠海,900.0,,,
2021-02-11,珠海,1000.0,,,
2021-02-11,珠海,1250.0,,,
2021-02-11,珠海,1500.0,,,
2021-02-11,珠海,2000.0,,,
2021-02-11,珠海,2500.0,,,
2021-02-11,珠海,3000.0,,,
2021-02-11,珠海,4000.0,,,
2021-02-11,珠海,5000.0,,,
2021-02-09,珠海,0.0,-0.035,-0.07200000000000001,0.080056
2021-02-09,珠海,2.0,-0.019,-0.05,0.053488
2021-02-09,珠海,4.0,-0.01,-0.034,0.03544
2021-02-09,珠海,6.0,0.0,-0.018000000000000002,0.018
2021-02-09,珠海,8.0,,,
2021-02-09,珠海,10.0,,,
2021-02-09,珠海,12.0,,,
2021-02-09,珠海,15.0,,,
2021-02-09,珠海,20.0,,,
2021-02-09,珠海,25.0,,,
2021-02-09,珠海,30.0,,,
2021-02-09,珠海,35.0,,,
2021-02-09,珠海,40.0,,,
2021-02-09,珠海,45.0,,,
2021-02-09,珠海,50.0,,,
2021-02-09,珠海,60.0,,,
2021-02-09,珠海,70.0,,,
2021-02-09,珠海,80.0,,,
2021-02-09,珠海,90.0,,,
2021-02-09,珠海,100.0,,,
2021-02-09,珠海,125.0,,,
2021-02-09,珠海,150.0,,,
2021-02-09,珠海,200.0,,,
2021-02-09,珠海,250.0,,,
2021-02-09,珠海,300.0,,,
2021-02-09,珠海,350.0,,,
2021-02-09,珠海,400.0,,,
2021-02-09,珠海,500.0,,,
2021-02-09,珠海,600.0,,,
2021-02-09,珠海,700.0,,,
2021-02-09,珠海,800.0,,,
