r2_linear,r2_quad,r2_cubic,f_quad,p_quad,f_cubic,p_cubic,gq_F,gq_p,bp_LM,bp_p,bp_F,bp_F_p,white_LM,white_p,jb,jb_p,dw,lag1,vif_x2,vif_x,cond,reset_F,reset_p,status,failed
0.9930303868888402,0.9942376933567832,0.9962266942698429,3.771322452712095,0.06795482440980771,8.961112069921104,0.008166872703570194,8.690365178056705,0.009358656439471758,10.63992808433791,0.004892929661214351,9.243116605616866,0.0017309769251249163,12.121564758585608,0.016469805975677376,2.553212265628582,0.2789825252000002,0.549499070724637,0.6874361303085109,1.0,1.0,2.7747041489409567,9.561788009850938,0.006613948084779997,警告,异方差（GQ/BP/White）；自相关（DW=0.549 偏离 2）；函数形式（RESET）；函数形式（三次项显著）
