壁厚_m,成本_元,mass_kg,N_space_台,t_req_m,可行
0.004,34143.78862433361,638.6253920151643,1026.8244686808027,0.00227873548798701,True
0.008,45795.31022033436,1168.240010015198,1009.4883883401851,0.00227873548798701,True
0.012,57340.40850135215,1693.0172046069158,992.3106532528856,0.00227873548798701,True
0.02,80112.06844016218,2728.092656371008,958.4291277426092,0.00227873548798701,True
0.03,107981.27779019237,3994.8748995541982,916.9630541194485,0.00227873548798701,True
0.05,161746.02982296265,6438.72726468012,836.9674884713178,0.00227873548798701,True
